ClosePeriod,Entity,PostingDate,DocNo,DocType,Account,Amount,Currency,Text,FSLine,BSPLFlag,AccountName
2025-01,ENT01,21/01/2025,AP-BILL-2025-0017,APBILL,472100,437.8185,EUR,Input VAT 21% AP-BILL-2025-0017,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,21/01/2025,AP-BILL-2025-0017,APBILL,410000,-2522.6685,EUR,AP created AP-BILL-2025-0017 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,03/01/2025,AP-BILL-2025-0018,APBILL,626000,538.74,EUR,Vendor bill AP-BILL-2025-0018 (base),Opex,PL,IT & software expense
2025-01,ENT01,03/01/2025,AP-BILL-2025-0018,APBILL,472100,113.1354,EUR,Input VAT 21% AP-BILL-2025-0018,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,03/01/2025,AP-BILL-2025-0018,APBILL,410000,-651.8754,EUR,AP created AP-BILL-2025-0018 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,20/01/2025,BNK-2025-0046,BNK,410000,2771.5836,EUR,"Vendor payment for AP-BILL-2025-0001, AP-BILL-2025-0007",Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,27/01/2025,BNK-2025-0014,BNK,572000,1799.3547,EUR,Collection for AR-INV-2025-0001,Cash,BS,Cash - Bank
2025-01,ENT01,29/01/2025,BNK-2025-0047,BNK,410000,3935.0652,EUR,"Vendor payment for AP-BILL-2025-0011, AP-BILL-2025-0014",Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,27/01/2025,BNK-2025-0025,BNK,572000,12245.7324,EUR,Collection for AR-INV-2025-0031,Cash,BS,Cash - Bank
2025-01,ENT01,29/01/2025,BNK-2025-0048,BNK,410000,4777.443,EUR,"Vendor payment for AP-BILL-2025-0018, AP-BILL-2025-0004",Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,27/01/2025,BNK-2025-0029,BNK,572000,3548.1072,EUR,Collection for AR-INV-2025-0018,Cash,BS,Cash - Bank
2025-01,ENT01,21/01/2025,BNK-2025-0049,BNK,410000,4222.3071,EUR,Vendor payment for AP-BILL-2025-0009,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,27/01/2025,BNK-2025-0050,BNK,572000,-1751.7291,EUR,Cash paid for AP-BILL-2025-0003,Cash,BS,Cash - Bank
2025-01,ENT01,27/01/2025,BNK-2025-0050,BNK,410000,1751.7291,EUR,Vendor payment for AP-BILL-2025-0003,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,28/01/2025,BNK-2025-0059,BNK,572000,-12.3,EUR,Bank fee paid BNK-2025-0059,Cash,BS,Cash - Bank
2025-01,ENT01,24/01/2025,BNK-2025-0051,BNK,410000,2522.6685,EUR,Vendor payment for AP-BILL-2025-0017,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,29/01/2025,BNK-2025-0001,BNK,572000,20360.8911,EUR,"Collection for AR-INV-2025-0028, AR-INV-2025-0021",Cash,BS,Cash - Bank
2025-01,ENT01,21/01/2025,BNK-2025-0052,BNK,410000,4155.3336,EUR,Vendor payment for AP-BILL-2025-0006,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,29/01/2025,BNK-2025-0002,BNK,572000,21789.1917,EUR,"Collection for AR-INV-2025-0005, AR-INV-2025-0030",Cash,BS,Cash - Bank
2025-01,ENT01,15/01/2025,BNK-2025-0053,BNK,410000,2659.7028,EUR,Vendor payment for AP-BILL-2025-0016,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,29/01/2025,BNK-2025-0003,BNK,572000,9596.5584,EUR,"Collection for AR-INV-2025-0022, AR-INV-2025-0035",Cash,BS,Cash - Bank
2025-01,ENT01,16/01/2025,BNK-2025-0054,BNK,410000,5153.9829,EUR,Vendor payment for AP-BILL-2025-0005,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,29/01/2025,BNK-2025-0028,BNK,572000,6521.7306,EUR,Collection for AR-INV-2025-0007,Cash,BS,Cash - Bank
2025-01,ENT01,29/01/2025,BNK-2025-0055,BNK,410000,4630.1013,EUR,Vendor payment for AP-BILL-2025-0002,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,29/01/2025,BNK-2025-0047,BNK,572000,-3935.0652,EUR,"Cash paid for AP-BILL-2025-0011, AP-BILL-2025-0014",Cash,BS,Cash - Bank
2025-01,ENT01,23/01/2025,BNK-2025-0056,BNK,410000,4369.6488,EUR,Vendor payment for AP-BILL-2025-0012,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,29/01/2025,BNK-2025-0048,BNK,572000,-4777.443,EUR,"Cash paid for AP-BILL-2025-0018, AP-BILL-2025-0004",Cash,BS,Cash - Bank
2025-01,ENT01,21/01/2025,BNK-2025-0057,BNK,410000,3055.4799,EUR,Vendor payment for AP-BILL-2025-0010,Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,29/01/2025,BNK-2025-0055,BNK,572000,-4630.1013,EUR,Cash paid for AP-BILL-2025-0002,Cash,BS,Cash - Bank
2025-01,ENT01,16/01/2025,PAY-2025-0001,PAY,640000,7601.4,EUR,Payroll PAY-2025-0001 - salaries,Payroll,PL,Salaries and wages
2025-01,ENT01,16/01/2025,PAY-2025-0001,PAY,642000,2217.69,EUR,Payroll PAY-2025-0001 - employer SS,Payroll,PL,Employer social security
2025-01,ENT01,30/01/2025,BNK-2025-0007,BNK,572000,2338.1193,EUR,Collection for AR-INV-2025-0054,Cash,BS,Cash - Bank
2025-01,ENT01,31/01/2025,PAY-2025-0002,PAY,640000,9060.18,EUR,Payroll PAY-2025-0002 - salaries,Payroll,PL,Salaries and wages
2025-01,ENT01,31/01/2025,PAY-2025-0002,PAY,642000,3184.47,EUR,Payroll PAY-2025-0002 - employer SS,Payroll,PL,Employer social security
2025-01,ENT01,30/01/2025,BNK-2025-0061,BNK,572000,-27.06,EUR,Bank fee paid BNK-2025-0061,Cash,BS,Cash - Bank
2025-01,ENT01,24/01/2025,BNK-2025-0058,BNK,669000,30.75,EUR,Bank fee BNK-2025-0058,Finance costs,PL,Financial charges (bank/other)
2025-01,ENT01,31/01/2025,BNK-2025-0009,BNK,572000,3309.9792,EUR,Collection for AR-INV-2025-0004,Cash,BS,Cash - Bank
2025-01,ENT01,28/01/2025,BNK-2025-0059,BNK,669000,12.3,EUR,Bank fee BNK-2025-0059,Finance costs,PL,Financial charges (bank/other)
2025-01,ENT01,31/01/2025,BNK-2025-0024,BNK,572000,4917.3432,EUR,Collection for AR-INV-2025-0055,Cash,BS,Cash - Bank
2025-01,ENT01,31/01/2025,BNK-2025-0060,BNK,669000,27.06,EUR,Bank fee BNK-2025-0060,Finance costs,PL,Financial charges (bank/other)
2025-01,ENT01,31/01/2025,BNK-2025-0032,BNK,572000,8338.9449,EUR,Collection for AR-INV-2025-0024,Cash,BS,Cash - Bank
2025-01,ENT01,30/01/2025,BNK-2025-0061,BNK,669000,27.06,EUR,Bank fee BNK-2025-0061,Finance costs,PL,Financial charges (bank/other)
2025-01,ENT01,31/01/2025,PAY-2025-0002,PAY,572000,-12244.65,EUR,Payroll PAY-2025-0002 - paid,Cash,BS,Cash - Bank
2025-01,ENT01,22/01/2025,BNK-2025-0062,BNK,669000,9.84,EUR,Bank fee BNK-2025-0062,Finance costs,PL,Financial charges (bank/other)
2025-01,ENT01,31/01/2025,BNK-2025-0060,BNK,572000,-27.06,EUR,Bank fee paid BNK-2025-0060,Cash,BS,Cash - Bank
2025-01,ENT01,03/01/2025,BNK-2025-0063,JE,629000,60.27,EUR,Petty cash purchase,Opex,PL,Other services expense
2025-01,ENT01,03/01/2025,BNK-2025-0063,JE,577000,-60.27,EUR,Petty cash purchase paid,Cash,BS,Cash - Petty cash
2025-01,ENT01,24/01/2025,BNK-2025-0064,JE,628000,8.61,EUR,Petty cash purchase,Bank fees,PL,Bank fees (operating)
2025-01,ENT01,24/01/2025,BNK-2025-0064,JE,577000,-8.61,EUR,Petty cash purchase paid,Cash,BS,Cash - Petty cash
2025-01,ENT01,27/01/2025,BNK-2025-0065,JE,621000,49.2,EUR,Petty cash purchase,Opex,PL,Marketing & advertising expense
2025-01,ENT01,27/01/2025,BNK-2025-0065,JE,577000,-49.2,EUR,Petty cash purchase paid,Cash,BS,Cash - Petty cash
2025-01,ENT01,07/01/2025,BNK-2025-0066,JE,626000,8.61,EUR,Petty cash purchase,Opex,PL,IT & software expense
2025-01,ENT01,07/01/2025,BNK-2025-0066,JE,577000,-8.61,EUR,Petty cash purchase paid,Cash,BS,Cash - Petty cash
2025-01,ENT01,02/01/2025,BNK-2025-0067,JE,621000,33.21,EUR,Petty cash purchase,Opex,PL,Marketing & advertising expense
2025-01,ENT01,02/01/2025,BNK-2025-0067,JE,577000,-33.21,EUR,Petty cash purchase paid,Cash,BS,Cash - Petty cash
2025-01,ENT01,10/01/2025,BNK-2025-0068,JE,621000,57.81,EUR,Petty cash purchase,Opex,PL,Marketing & advertising expense
2025-01,ENT01,10/01/2025,BNK-2025-0068,JE,577000,-57.81,EUR,Petty cash purchase paid,Cash,BS,Cash - Petty cash
2025-01,ENT01,31/01/2025,VAT-SETTLE-2025-01,VAT,477000,77236.866,EUR,VAT settlement - clear 477,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,31/01/2025,VAT-SETTLE-2025-01,VAT,472100,-9428.2083,EUR,VAT settlement - clear 472,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,31/01/2025,VAT-SETTLE-2025-01,VAT,475000,-67808.6577,EUR,VAT settlement - net to 475,VAT payable,BS,VAT payable (Net)
2024-12,ENT01,31/12/2024,OB-2025-0001,OB,572000,44000,EUR,Opening balance - bank,Cash,BS,Cash - Bank
2024-12,ENT01,31/12/2024,OB-2025-0001,OB,100000,-33000,EUR,Opening balance - share capital,Equity,BS,Share Capital
2024-12,ENT01,31/12/2024,OB-2025-0001,OB,577000,1650,EUR,Opening balance - petty cash,Cash,BS,Cash - Petty cash
2024-12,ENT01,31/12/2024,OB-2025-0001,OB,112000,-2200,EUR,Opening balance - legal reserve,Equity,BS,Legal Reserve
2024-12,ENT01,31/12/2024,OB-2025-0001,OB,430000,13200,EUR,Opening balance - AR,Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0001,ARINV,430000,1609.179,EUR,AR invoice AR-INV-2025-0001 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0002,ARINV,430000,6404.772,EUR,AR invoice AR-INV-2025-0002 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0003,ARINV,430000,4107.466,EUR,AR invoice AR-INV-2025-0003 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0004,ARINV,430000,2960.144,EUR,AR invoice AR-INV-2025-0004 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0005,ARINV,430000,10264.672,EUR,AR invoice AR-INV-2025-0005 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0006,ARINV,430000,1714.328,EUR,AR invoice AR-INV-2025-0006 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0007,ARINV,430000,5832.442,EUR,AR invoice AR-INV-2025-0007 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0008,ARINV,430000,1642.454,EUR,AR invoice AR-INV-2025-0008 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0009,ARINV,430000,5399.867,EUR,AR invoice AR-INV-2025-0009 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,OB-2025-0001,OB,129000,-17050,EUR,Opening balance - profit/loss,Equity,BS,Profit or Loss
2024-12,ENT01,31/12/2024,OB-2025-0001,OB,410000,-6600,EUR,Opening balance - AP trade,Trade payables,BS,Accounts Payable - Services/Accruals
2024-12,ENT01,31/12/2024,AR-INV-2025-0001,ARINV,700000,-1329.9,EUR,SaaS revenue AR-INV-2025-0001,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0002,ARINV,700000,-5293.2,EUR,SaaS revenue AR-INV-2025-0002,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0003,ARINV,700000,-3394.6,EUR,SaaS revenue AR-INV-2025-0003,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0004,ARINV,700000,-2446.4,EUR,SaaS revenue AR-INV-2025-0004,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0005,ARINV,700000,-8483.2,EUR,SaaS revenue AR-INV-2025-0005,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0006,ARINV,700000,-1416.8,EUR,SaaS revenue AR-INV-2025-0006,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0007,ARINV,700000,-4820.2,EUR,SaaS revenue AR-INV-2025-0007,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0008,ARINV,700000,-1357.4,EUR,SaaS revenue AR-INV-2025-0008,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0001,ARINV,477000,-279.279,EUR,Output VAT 21% AR-INV-2025-0001,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0002,ARINV,477000,-1111.572,EUR,Output VAT 21% AR-INV-2025-0002,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0003,ARINV,477000,-712.866,EUR,Output VAT 21% AR-INV-2025-0003,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0004,ARINV,477000,-513.744,EUR,Output VAT 21% AR-INV-2025-0004,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0005,ARINV,477000,-1781.472,EUR,Output VAT 21% AR-INV-2025-0005,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0006,ARINV,477000,-297.528,EUR,Output VAT 21% AR-INV-2025-0006,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0007,ARINV,477000,-1012.242,EUR,Output VAT 21% AR-INV-2025-0007,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0008,ARINV,477000,-285.054,EUR,Output VAT 21% AR-INV-2025-0008,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0009,ARINV,700000,-4462.7,EUR,SaaS revenue AR-INV-2025-0009,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0009,ARINV,477000,-937.167,EUR,Output VAT 21% AR-INV-2025-0009,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0010,ARINV,430000,10212.763,EUR,AR invoice AR-INV-2025-0010 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0010,ARINV,700000,-8440.3,EUR,SaaS revenue AR-INV-2025-0010,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0010,ARINV,477000,-1772.463,EUR,Output VAT 21% AR-INV-2025-0010,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0011,ARINV,430000,10859.629,EUR,AR invoice AR-INV-2025-0011 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0011,ARINV,700000,-8974.9,EUR,SaaS revenue AR-INV-2025-0011,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0011,ARINV,477000,-1884.729,EUR,Output VAT 21% AR-INV-2025-0011,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0012,ARINV,430000,7130.167,EUR,AR invoice AR-INV-2025-0012 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0012,ARINV,700000,-5892.7,EUR,SaaS revenue AR-INV-2025-0012,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0012,ARINV,477000,-1237.467,EUR,Output VAT 21% AR-INV-2025-0012,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0013,ARINV,430000,4545.365,EUR,AR invoice AR-INV-2025-0013 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0013,ARINV,700000,-3756.5,EUR,SaaS revenue AR-INV-2025-0013,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0013,ARINV,477000,-788.865,EUR,Output VAT 21% AR-INV-2025-0013,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0014,ARINV,430000,8483.794,EUR,AR invoice AR-INV-2025-0014 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0014,ARINV,700000,-7011.4,EUR,SaaS revenue AR-INV-2025-0014,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0014,ARINV,477000,-1472.394,EUR,Output VAT 21% AR-INV-2025-0014,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0015,ARINV,430000,4454.857,EUR,AR invoice AR-INV-2025-0015 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0015,ARINV,700000,-3681.7,EUR,SaaS revenue AR-INV-2025-0015,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0015,ARINV,477000,-773.157,EUR,Output VAT 21% AR-INV-2025-0015,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0016,ARINV,430000,8403.934,EUR,AR invoice AR-INV-2025-0016 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0016,ARINV,700000,-6945.4,EUR,SaaS revenue AR-INV-2025-0016,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0016,ARINV,477000,-1458.534,EUR,Output VAT 21% AR-INV-2025-0016,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0017,ARINV,430000,3086.589,EUR,AR invoice AR-INV-2025-0017 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0017,ARINV,700000,-2550.9,EUR,SaaS revenue AR-INV-2025-0017,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0017,ARINV,477000,-535.689,EUR,Output VAT 21% AR-INV-2025-0017,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0018,ARINV,430000,3173.104,EUR,AR invoice AR-INV-2025-0018 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0018,ARINV,700000,-2622.4,EUR,SaaS revenue AR-INV-2025-0018,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0018,ARINV,477000,-550.704,EUR,Output VAT 21% AR-INV-2025-0018,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0019,ARINV,430000,8564.985,EUR,AR invoice AR-INV-2025-0019 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0019,ARINV,700000,-7078.5,EUR,SaaS revenue AR-INV-2025-0019,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0019,ARINV,477000,-1486.485,EUR,Output VAT 21% AR-INV-2025-0019,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0020,ARINV,430000,6832.023,EUR,AR invoice AR-INV-2025-0020 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0020,ARINV,700000,-5646.3,EUR,SaaS revenue AR-INV-2025-0020,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0020,ARINV,477000,-1185.723,EUR,Output VAT 21% AR-INV-2025-0020,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0021,ARINV,430000,11083.237,EUR,AR invoice AR-INV-2025-0021 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0021,ARINV,700000,-9159.7,EUR,SaaS revenue AR-INV-2025-0021,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0021,ARINV,477000,-1923.537,EUR,Output VAT 21% AR-INV-2025-0021,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0022,ARINV,430000,3786.695,EUR,AR invoice AR-INV-2025-0022 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0022,ARINV,700000,-3129.5,EUR,SaaS revenue AR-INV-2025-0022,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0022,ARINV,477000,-657.195,EUR,Output VAT 21% AR-INV-2025-0022,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0023,ARINV,430000,2783.121,EUR,AR invoice AR-INV-2025-0023 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0023,ARINV,700000,-2300.1,EUR,SaaS revenue AR-INV-2025-0023,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0023,ARINV,477000,-483.021,EUR,Output VAT 21% AR-INV-2025-0023,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0024,ARINV,430000,7457.593,EUR,AR invoice AR-INV-2025-0024 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0024,ARINV,700000,-6163.3,EUR,SaaS revenue AR-INV-2025-0024,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0024,ARINV,477000,-1294.293,EUR,Output VAT 21% AR-INV-2025-0024,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0025,ARINV,430000,8950.975,EUR,AR invoice AR-INV-2025-0025 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0025,ARINV,700000,-7397.5,EUR,SaaS revenue AR-INV-2025-0025,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0025,ARINV,477000,-1553.475,EUR,Output VAT 21% AR-INV-2025-0025,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0026,ARINV,430000,5257.45,EUR,AR invoice AR-INV-2025-0026 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0026,ARINV,700000,-4345,EUR,SaaS revenue AR-INV-2025-0026,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0026,ARINV,477000,-912.45,EUR,Output VAT 21% AR-INV-2025-0026,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0027,ARINV,430000,2063.05,EUR,AR invoice AR-INV-2025-0027 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0027,ARINV,700000,-1705,EUR,SaaS revenue AR-INV-2025-0027,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0027,ARINV,477000,-358.05,EUR,Output VAT 21% AR-INV-2025-0027,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0028,ARINV,430000,7375.071,EUR,AR invoice AR-INV-2025-0028 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0028,ARINV,700000,-6095.1,EUR,SaaS revenue AR-INV-2025-0028,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0028,ARINV,477000,-1279.971,EUR,Output VAT 21% AR-INV-2025-0028,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0029,ARINV,430000,6141.234,EUR,AR invoice AR-INV-2025-0029 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0029,ARINV,700000,-5075.4,EUR,SaaS revenue AR-INV-2025-0029,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0029,ARINV,477000,-1065.834,EUR,Output VAT 21% AR-INV-2025-0029,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0030,ARINV,430000,9352.937,EUR,AR invoice AR-INV-2025-0030 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0030,ARINV,700000,-7729.7,EUR,SaaS revenue AR-INV-2025-0030,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0030,ARINV,477000,-1623.237,EUR,Output VAT 21% AR-INV-2025-0030,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0031,ARINV,430000,10951.468,EUR,AR invoice AR-INV-2025-0031 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0031,ARINV,700000,-9050.8,EUR,SaaS revenue AR-INV-2025-0031,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0031,ARINV,477000,-1900.668,EUR,Output VAT 21% AR-INV-2025-0031,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0032,ARINV,430000,4610.584,EUR,AR invoice AR-INV-2025-0032 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0032,ARINV,700000,-3810.4,EUR,SaaS revenue AR-INV-2025-0032,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0032,ARINV,477000,-800.184,EUR,Output VAT 21% AR-INV-2025-0032,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0033,ARINV,430000,8811.22,EUR,AR invoice AR-INV-2025-0033 (total),Trade receivables,BS,Accounts Receivable
2024-12,ENT01,31/12/2024,AR-INV-2025-0033,ARINV,700000,-7282,EUR,SaaS revenue AR-INV-2025-0033,Revenue,PL,Subscription revenue
2024-12,ENT01,31/12/2024,AR-INV-2025-0033,ARINV,477000,-1529.22,EUR,Output VAT 21% AR-INV-2025-0033,VAT output,BS,VAT output (Output VAT 21%)
2024-12,ENT01,31/12/2024,AR-INV-2025-0034,ARINV,430000,6886.594,EUR,AR invoice AR-INV-2025-0034 (total),Trade receivables,BS,Accounts Receivable
